          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00          6.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00         11.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00          5.00
